Year,Year ending,Police Region,Local Government Area,Incidents Recorded,Rate,LGA
2013,June,4 Western, Buloke,224,3506.574828,Buloke
2013,June,4 Western, Campaspe,2199,5909.225271,Campaspe
2013,June,4 Western, Central Goldfields,868,6773.312524,Central Goldfields
2013,June,4 Western, Colac Otway,1069,5082.00618,Colac Otway
2013,June,4 Western, Corangamite,467,2845.825716,Corangamite
2013,June,4 Western, Gannawarra,432,4104.123124,Gannawarra
2013,June,4 Western, Glenelg,1099,5551.346164,Glenelg
2013,June,4 Western, Golden Plains,404,1984.088007,Golden Plains
2013,June,4 Western, Greater Bendigo,5804,5477.693781,Greater Bendigo
2013,June,4 Western, Greater Geelong,13575,6077.714153,Greater Geelong
2013,June,4 Western, Hepburn,542,3608.041539,Hepburn
2013,June,4 Western, Hindmarsh,213,3639.781271,Hindmarsh
2013,June,4 Western, Horsham,1310,6651.772113,Horsham
2013,June,4 Western, Loddon,306,4070.231445,Loddon
2013,June,4 Western, Macedon Ranges,1350,3027.245207,Macedon Ranges
2013,June,4 Western, Mildura,4533,8527.729701,Mildura
2013,June,4 Western, Moorabool,1466,4820.782637,Moorabool
2013,June,4 Western, Mount Alexander,622,3408.779525,Mount Alexander
2013,June,4 Western, Moyne,472,2872.61883,Moyne
2013,June,4 Western, Northern Grampians,689,5799.6633,Northern Grampians
2013,June,4 Western, Pyrenees,266,3833.957913,Pyrenees
2013,June,4 Western, Queenscliffe,85,2831.445703,Queenscliffe
2013,June,4 Western, Southern Grampians,821,5019.871599,Southern Grampians
2013,June,4 Western, Surf Coast,1039,3680.742525,Surf Coast
2013,June,4 Western, Swan Hill,1394,6637.147074,Swan Hill
2013,June,4 Western, Warrnambool,1846,5523.142746,Warrnambool
2013,June,4 Western, West Wimmera,149,3612.99709,West Wimmera
2013,June,4 Western, Yarriambiack,248,3526.734926,Yarriambiack
2013,June,4 Western,Total,52394,5654.411162,Total
2013,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,969,,Justice Institutions and Immigration Facilities
2013,June,Justice Institutions and Immigration Facilities,Total,969,,Total
2013,June,Unincorporated Vic, Unincorporated Vic,104,,Unincorporated Vic
2013,June,Unincorporated Vic,Total,104,,Total
