Year,Year ending,Age Group,Sex,Harm Caused Flag,Victim Reports
2014,June,35-39,People,Low Harm,13842
2014,June,35-39,People,Medium Harm,3964
2014,June,40-44,Females,High Harm,1230
2014,June,40-44,Females,Low Harm,6394
2014,June,40-44,Females,Medium Harm,1996
2014,June,40-44,Males,High Harm,1396
2014,June,40-44,Males,Low Harm,8115
2014,June,40-44,Males,Medium Harm,1927
2014,June,40-44,People,High Harm,2626
2014,June,40-44,People,Low Harm,14510
2014,June,40-44,People,Medium Harm,3923
2014,June,45-49,Females,High Harm,878
2014,June,45-49,Females,Low Harm,5386
2014,June,45-49,Females,Medium Harm,1556
2014,June,45-49,Males,High Harm,1113
2014,June,45-49,Males,Low Harm,7063
2014,June,45-49,Males,Medium Harm,1638
2014,June,45-49,People,High Harm,1991
2014,June,45-49,People,Low Harm,12449
2014,June,45-49,People,Medium Harm,3194
2014,June,50-54,Females,High Harm,575
2014,June,50-54,Females,Low Harm,4308
2014,June,50-54,Females,Medium Harm,1127
2014,June,50-54,Males,High Harm,861
2014,June,50-54,Males,Low Harm,6372
2014,June,50-54,Males,Medium Harm,1432
2014,June,50-54,People,High Harm,1436
2014,June,50-54,People,Low Harm,10682
2014,June,50-54,People,Medium Harm,2560
2014,June,55-59,Females,High Harm,368
2014,June,55-59,Females,Low Harm,3642
2014,June,55-59,Females,Medium Harm,767
2014,June,55-59,Males,High Harm,573
2014,June,55-59,Males,Low Harm,5123
2014,June,55-59,Males,Medium Harm,1073
2014,June,55-59,People,High Harm,941
2014,June,55-59,People,Low Harm,8765
2014,June,55-59,People,Medium Harm,1840
2014,June,60-64,Females,High Harm,197
2014,June,60-64,Females,Low Harm,2569
2014,June,60-64,Females,Medium Harm,447
2014,June,60-64,Males,High Harm,324
2014,June,60-64,Males,Low Harm,4055
2014,June,60-64,Males,Medium Harm,787
2014,June,60-64,People,High Harm,521
2014,June,60-64,People,Low Harm,6624
2014,June,60-64,People,Medium Harm,1234
2014,June,65-69,Females,High Harm,126
2014,June,65-69,Females,Low Harm,1743
2014,June,65-69,Females,Medium Harm,303
2014,June,65-69,Males,High Harm,201
2014,June,65-69,Males,Low Harm,2943
2014,June,65-69,Males,Medium Harm,533
2014,June,65-69,People,High Harm,327
2014,June,65-69,People,Low Harm,4686
2014,June,65-69,People,Medium Harm,836
2014,June,70-74,Females,High Harm,75
2014,June,70-74,Females,Low Harm,1057
2014,June,70-74,Females,Medium Harm,168
2014,June,70-74,Males,High Harm,104
2014,June,70-74,Males,Low Harm,1672
2014,June,70-74,Males,Medium Harm,288
2014,June,70-74,People,High Harm,179
2014,June,70-74,People,Low Harm,2729
2014,June,70-74,People,Medium Harm,456
2014,June,75+,Females,High Harm,180
2014,June,75+,Females,Low Harm,1773
2014,June,75+,Females,Medium Harm,240
2014,June,75+,Males,High Harm,117
2014,June,75+,Males,Low Harm,1884
2014,June,75+,Males,Medium Harm,314
2014,June,75+,People,High Harm,297
2014,June,75+,People,Low Harm,3658
2014,June,75+,People,Medium Harm,554
2014,June,Total,Females,High Harm,14203
2014,June,Total,Females,Low Harm,57569
2014,June,Total,Females,Medium Harm,18556
2014,June,Total,Males,High Harm,14970
2014,June,Total,Males,Low Harm,75630
2014,June,Total,Males,Medium Harm,20041
2014,June,Total,People,High Harm,29574
2014,June,Total,People,Low Harm,136325
2014,June,Total,People,Medium Harm,39445
2013,June,0-4,Females,High Harm,230
2013,June,0-4,Females,Low Harm,33
2013,June,0-4,Females,Medium Harm,103
2013,June,0-4,Males,High Harm,186
2013,June,0-4,Males,Low Harm,54
2013,June,0-4,Males,Medium Harm,110
2013,June,0-4,People,High Harm,416
2013,June,0-4,People,Low Harm,87
2013,June,0-4,People,Medium Harm,213
2013,June,5-9,Females,High Harm,379
2013,June,5-9,Females,Low Harm,23
2013,June,5-9,Females,Medium Harm,177
2013,June,5-9,Males,High Harm,352
2013,June,5-9,Males,Low Harm,38
2013,June,5-9,Males,Medium Harm,278
2013,June,5-9,People,High Harm,732
2013,June,5-9,People,Low Harm,61
2013,June,5-9,People,Medium Harm,455
2013,June,10-14,Females,High Harm,1106
2013,June,10-14,Females,Low Harm,261
2013,June,10-14,Females,Medium Harm,615
2013,June,10-14,Males,High Harm,691
2013,June,10-14,Males,Low Harm,448
2013,June,10-14,Males,Medium Harm,542
2013,June,10-14,People,High Harm,1797
2013,June,10-14,People,Low Harm,711
2013,June,10-14,People,Medium Harm,1158
2013,June,15-17,Females,High Harm,1272
2013,June,15-17,Females,Low Harm,763
2013,June,15-17,Females,Medium Harm,809
2013,June,15-17,Males,High Harm,933
2013,June,15-17,Males,Low Harm,909
2013,June,15-17,Males,Medium Harm,609
2013,June,15-17,People,High Harm,2206
2013,June,15-17,People,Low Harm,1672
2013,June,15-17,People,Medium Harm,1419
2013,June,18-19,Females,High Harm,780
2013,June,18-19,Females,Low Harm,1966
2013,June,18-19,Females,Medium Harm,790
2013,June,18-19,Males,High Harm,865
2013,June,18-19,Males,Low Harm,1891
2013,June,18-19,Males,Medium Harm,724
2013,June,18-19,People,High Harm,1646
2013,June,18-19,People,Low Harm,3860
2013,June,18-19,People,Medium Harm,1515
2013,June,20-24,Females,High Harm,2132
2013,June,20-24,Females,Low Harm,7185
2013,June,20-24,Females,Medium Harm,2327
2013,June,20-24,Males,High Harm,2324
2013,June,20-24,Males,Low Harm,7276
2013,June,20-24,Males,Medium Harm,2262
2013,June,20-24,People,High Harm,4465
2013,June,20-24,People,Low Harm,14489
2013,June,20-24,People,Medium Harm,4595
2013,June,25-29,Females,High Harm,1845
2013,June,25-29,Females,Low Harm,7042
2013,June,25-29,Females,Medium Harm,2204
2013,June,25-29,Males,High Harm,2136
2013,June,25-29,Males,Low Harm,9250
2013,June,25-29,Males,Medium Harm,2593
2013,June,25-29,People,High Harm,3985
2013,June,25-29,People,Low Harm,16327
2013,June,25-29,People,Medium Harm,4806
2013,June,30-34,Females,High Harm,1489
2013,June,30-34,Females,Low Harm,6232
2013,June,30-34,Females,Medium Harm,2094
2013,June,30-34,Males,High Harm,1720
2013,June,30-34,Males,Low Harm,8360
2013,June,30-34,Males,Medium Harm,2073
2013,June,30-34,People,High Harm,3209
2013,June,30-34,People,Low Harm,14626
2013,June,30-34,People,Medium Harm,4173
2013,June,35-39,Females,High Harm,1289
2013,June,35-39,Females,Low Harm,5987
2013,June,35-39,Females,Medium Harm,1973
2013,June,35-39,Males,High Harm,1379
2013,June,35-39,Males,Low Harm,7686
2013,June,35-39,Males,Medium Harm,1875
2013,June,35-39,People,High Harm,2668
2013,June,35-39,People,Low Harm,13698
2013,June,35-39,People,Medium Harm,3854
2013,June,40-44,Females,High Harm,1180
2013,June,40-44,Females,Low Harm,6208
2013,June,40-44,Females,Medium Harm,1720
2013,June,40-44,Males,High Harm,1400
2013,June,40-44,Males,Low Harm,7857
2013,June,40-44,Males,Medium Harm,1864
2013,June,40-44,People,High Harm,2582
2013,June,40-44,People,Low Harm,14104
2013,June,40-44,People,Medium Harm,3591
2013,June,45-49,Females,High Harm,834
2013,June,45-49,Females,Low Harm,5061
2013,June,45-49,Females,Medium Harm,1424
2013,June,45-49,Males,High Harm,1045
2013,June,45-49,Males,Low Harm,6913
2013,June,45-49,Males,Medium Harm,1655
2013,June,45-49,People,High Harm,1881
2013,June,45-49,People,Low Harm,12009
2013,June,45-49,People,Medium Harm,3091
2013,June,50-54,Females,High Harm,582
2013,June,50-54,Females,Low Harm,4142
2013,June,50-54,Females,Medium Harm,1013
2013,June,50-54,Males,High Harm,810
2013,June,50-54,Males,Low Harm,6210
2013,June,50-54,Males,Medium Harm,1277
2013,June,50-54,People,High Harm,1394
2013,June,50-54,People,Low Harm,10389
2013,June,50-54,People,Medium Harm,2300
2013,June,55-59,Females,High Harm,354
2013,June,55-59,Females,Low Harm,3250
2013,June,55-59,Females,Medium Harm,640
2013,June,55-59,Males,High Harm,511
2013,June,55-59,Males,Low Harm,5026
2013,June,55-59,Males,Medium Harm,989
2013,June,55-59,People,High Harm,867
2013,June,55-59,People,Low Harm,8310
2013,June,55-59,People,Medium Harm,1636
2013,June,60-64,Females,High Harm,193
2013,June,60-64,Females,Low Harm,2460
2013,June,60-64,Females,Medium Harm,432
2013,June,60-64,Males,High Harm,300
2013,June,60-64,Males,Low Harm,3944
2013,June,60-64,Males,Medium Harm,722
2013,June,60-64,People,High Harm,497
2013,June,60-64,People,Low Harm,6430
2013,June,60-64,People,Medium Harm,1154
2013,June,65-69,Females,High Harm,129
2013,June,65-69,Females,Low Harm,1576
2013,June,65-69,Females,Medium Harm,269
2013,June,65-69,Males,High Harm,196
2013,June,65-69,Males,Low Harm,2721
2013,June,65-69,Males,Medium Harm,521
2013,June,65-69,People,High Harm,326
2013,June,65-69,People,Low Harm,4318
2013,June,65-69,People,Medium Harm,793
2013,June,70-74,Females,High Harm,80
2013,June,70-74,Females,Low Harm,955
2013,June,70-74,Females,Medium Harm,139
2013,June,70-74,Males,High Harm,82
2013,June,70-74,Males,Low Harm,1555
2013,June,70-74,Males,Medium Harm,276
2013,June,70-74,People,High Harm,164
2013,June,70-74,People,Low Harm,2523
2013,June,70-74,People,Medium Harm,419
2013,June,75+,Females,High Harm,182
2013,June,75+,Females,Low Harm,1809
2013,June,75+,Females,Medium Harm,222
2013,June,75+,Males,High Harm,121
2013,June,75+,Males,Low Harm,1842
2013,June,75+,Males,Medium Harm,305
2013,June,75+,People,High Harm,305
2013,June,75+,People,Low Harm,3679
2013,June,75+,People,Medium Harm,531
2013,June,Total,Females,High Harm,14313
2013,June,Total,Females,Low Harm,56430
2013,June,Total,Females,Medium Harm,17260
2013,June,Total,Males,High Harm,15286
2013,June,Total,Males,Low Harm,73597
2013,June,Total,Males,Medium Harm,19043
2013,June,Total,People,High Harm,30084
2013,June,Total,People,Low Harm,133166
2013,June,Total,People,Medium Harm,37178
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
